Date,Name,Year,Letterboxd URI
2024-09-23,The Prestige,2006,https://boxd.it/293w
2024-09-23,Ratatouille,2007,https://boxd.it/27ww
2024-09-23,Se7en,1995,https://boxd.it/29zs
2024-09-23,Kill Bill: Vol. 1,2003,https://boxd.it/70w
2024-09-23,Midsommar,2019,https://boxd.it/jhxe
2024-09-23,Mamma Mia!,2008,https://boxd.it/1Tnq
2024-09-23,Mean Girls,2004,https://boxd.it/1VNg
2024-09-23,The Holdovers,2023,https://boxd.it/vHza
2024-09-23,Call Me by Your Name,2017,https://boxd.it/dYmm
2024-09-23,Saltburn,2023,https://boxd.it/z4eg
2024-09-23,The Devil Wears Prada,2006,https://boxd.it/2awE
2024-09-23,Shutter Island,2010,https://boxd.it/1U82
2024-09-23,Hereditary,2018,https://boxd.it/hNVe
2024-09-23,Smile,2022,https://boxd.it/xjfE
2024-09-23,Bones and All,2022,https://boxd.it/tLd4
2024-09-23,Clueless,1995,https://boxd.it/1Ygk
2024-09-23,Legally Blonde,2001,https://boxd.it/1ZNa
2024-09-23,The Nightmare Before Christmas,1993,https://boxd.it/1YzQ
2024-09-23,The Maze Runner,2014,https://boxd.it/5YPM
2024-09-23,Arrival,2016,https://boxd.it/aNGk
2024-09-23,Coco,2017,https://boxd.it/bYJQ
2024-09-23,It,2017,https://boxd.it/bC8e
2024-09-23,The Blair Witch Project,1999,https://boxd.it/26ua
2024-09-23,The Greatest Showman,2017,https://boxd.it/acjI
2024-09-23,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G
2024-09-23,Divergent,2014,https://boxd.it/4VT0
2024-09-23,Crazy Rich Asians,2018,https://boxd.it/gfnK
2024-09-23,The Platform,2019,https://boxd.it/mUm6
2024-09-23,Planet of the Apes,1968,https://boxd.it/29p8
2024-09-23,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY
2024-09-23,We Need to Talk About Kevin,2011,https://boxd.it/2pTS
2024-09-23,Scoop,2024,https://boxd.it/EZu6
2024-09-23,Jurassic Park,1993,https://boxd.it/2aA2
2024-09-23,Finding Nemo,2003,https://boxd.it/72i
2024-09-23,The Whale,2022,https://boxd.it/tw4c
2024-09-23,Moana,2016,https://boxd.it/8tfY
2024-09-23,Big Hero 6,2014,https://boxd.it/5rje
2024-09-23,How to Train Your Dragon,2010,https://boxd.it/1WRy
2024-09-23,Frozen,2013,https://boxd.it/3GNa
2024-09-23,Toy Story 2,1999,https://boxd.it/29qq
2024-09-23,The Forever Purge,2021,https://boxd.it/mdzc
2024-09-23,The Purge,2013,https://boxd.it/4Xg0
2024-09-26,Zodiac,2007,https://boxd.it/27MO
2024-09-28,Where the Crawdads Sing,2022,https://boxd.it/psLS
2024-09-28,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6
2024-10-04,All of Us Strangers,2023,https://boxd.it/Bz3C
2024-10-12,Holes,2003,https://boxd.it/20mE
2024-10-14,The Shawshank Redemption,1994,https://boxd.it/2aHi
2024-10-16,Leave the World Behind,2023,https://boxd.it/re0i
2024-10-30,Scream,1996,https://boxd.it/24EC
2024-11-06,Bend It Like Beckham,2002,https://boxd.it/2am0
2024-12-04,Love Actually,2003,https://boxd.it/2aeU
2025-01-22,Heretic,2024,https://boxd.it/H1lY
2025-01-22,Wicked,2024,https://boxd.it/e8ME
2025-01-22,A Real Pain,2024,https://boxd.it/CjNG
2025-01-22,Carry-On,2024,https://boxd.it/C0B2
2025-01-22,The Day After Tomorrow,2004,https://boxd.it/2aog
2025-01-29,The Secret Life of Walter Mitty,2013,https://boxd.it/3SWy
2025-01-29,Jurassic World,2015,https://boxd.it/4n0g
2025-02-06,Brokeback Mountain,2005,https://boxd.it/2b2q
2025-02-22,Hidden Figures,2016,https://boxd.it/dgS4
2025-03-11,The Bling Ring,2013,https://boxd.it/3lPY
2025-05-08,A Minecraft Movie,2025,https://boxd.it/zRro
2025-05-08,The Monkey,2025,https://boxd.it/Gwiu
2025-05-08,Gone Girl,2014,https://boxd.it/6hQu
2025-05-08,Ma,2019,https://boxd.it/i8Wi
2025-05-08,Kung Fu Panda,2008,https://boxd.it/1Yws
2025-05-08,50 First Dates,2004,https://boxd.it/285c
2025-05-08,Cast Away,2000,https://boxd.it/20i8
2025-05-08,The Proposal,2009,https://boxd.it/1HiS
2025-05-08,Annihilation,2018,https://boxd.it/9yzm
2025-05-08,Bee Movie,2007,https://boxd.it/22Vw
2025-05-08,School of Rock,2003,https://boxd.it/28xK
2025-05-08,Pitch Perfect 3,2017,https://boxd.it/bUre
2025-05-08,Zoolander,2001,https://boxd.it/1YMA
2025-05-08,Labyrinth,1986,https://boxd.it/1POC
2025-05-08,Dirty Dancing,1987,https://boxd.it/2baY
2025-05-08,Shrek the Third,2007,https://boxd.it/29yY
2025-05-08,Megamind,2010,https://boxd.it/16Sk
2025-05-08,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ
2025-05-08,"Legally Blonde 2: Red, White & Blonde",2003,https://boxd.it/1Wxe
2025-05-08,Jumanji,1995,https://boxd.it/1ZLI
2025-05-08,Rio,2011,https://boxd.it/NKc
2025-05-08,Groundhog Day,1993,https://boxd.it/2b3e
2025-05-08,Teen Beach Movie,2013,https://boxd.it/5rKa
2025-09-18,Materialists,2025,https://boxd.it/GZlW
2025-09-18,Unknown Number: The High School Catfish,2025,https://boxd.it/WtQq
2025-09-18,The Thursday Murder Club,2025,https://boxd.it/rXju
2025-09-18,F1,2025,https://boxd.it/yjVM
2025-09-18,La La Land,2016,https://boxd.it/a5fa
2025-09-18,28 Days Later,2002,https://boxd.it/2aXU
2025-09-18,World War Z,2013,https://boxd.it/2p2E
2025-09-18,War of the Worlds,2005,https://boxd.it/2bde
2025-09-18,Pitch Perfect,2012,https://boxd.it/3OsE
2025-09-18,Yes Man,2008,https://boxd.it/1WPW
2025-09-25,The Sisterhood of the Traveling Pants,2005,https://boxd.it/1XPo
2025-10-06,Lars and the Real Girl,2007,https://boxd.it/21tG
